ID_EXT;МАРКА;МОДЕЛЬ;ГОД;ЗАПЧАСТЬ;ВЕРСИЯ;ТОПЛИВО;ОБЪЕМ;ТИП ДВИГАТЕЛЯ;КОРОБКА;ТИП КУЗОВА;R ДИАМЕТР;J ШИРИНА;КОЛ ОТВЕРСТИЙ;ET ВЫЛЕТ;DIA;PCD;НОМЕР;ОПИСАНИЕ;НОВАЯ;ПОД ЗАКАЗ;СКЛАДСКАЯ ИНФОРМАЦИЯ;ЦЕНА;ВАЛЮТА;СКИДКА;АДРЕС;ТЕЛЕФОНЫ;EMAIL;ИМЯ;ФОТО
004371;Mazda;6;2011;Двигатель;;дизель;2.2;D;МКПП;Седан;;;;;;;R2AA;Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;550;USD;;;;;;https://bas.avax.by/zap_images/004371/004371-dvigatel-Mazda-6-4.jpeg,https://bas.avax.by/zap_images/004371/004371-dvigatel-Mazda-6-3.jpeg,https://bas.avax.by/zap_images/004371/004371-dvigatel-Mazda-6-2.jpeg,https://bas.avax.by/zap_images/004371/004371-dvigatel-Mazda-6-1.jpeg,https://bas.avax.by/zap_images/004371/004371-dvigatel-Mazda-6.jpeg
001878;Mazda;CX-7;2008;Двигатель;;бензин;2.3;Ti;АКПП;Джип;;;;;;;L3 Turbo;Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;1950;USD;;;;;;https://bas.avax.by/zap_images/001878/001878-dvigatel-Mazda-CX-7-4.jpeg,https://bas.avax.by/zap_images/001878/001878-dvigatel-Mazda-CX-7-3.jpeg,https://bas.avax.by/zap_images/001878/001878-dvigatel-Mazda-CX-7-2.jpeg,https://bas.avax.by/zap_images/001878/001878-dvigatel-Mazda-CX-7-1.jpeg,https://bas.avax.by/zap_images/001878/001878-dvigatel-Mazda-CX-7.jpeg
002647;Mazda;CX-7;2010;Двигатель;;бензин;2.5;i;АКПП;Джип;;;;;;;L5;Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;1050;USD;;;;;;https://bas.avax.by/zap_images/002647/002647-dvigatel-Mazda-CX-7-4.jpeg,https://bas.avax.by/zap_images/002647/002647-dvigatel-Mazda-CX-7-3.jpeg,https://bas.avax.by/zap_images/002647/002647-dvigatel-Mazda-CX-7-2.jpeg,https://bas.avax.by/zap_images/002647/002647-dvigatel-Mazda-CX-7-1.jpeg,https://bas.avax.by/zap_images/002647/002647-dvigatel-Mazda-CX-7.jpeg
002329;Mazda;MX-5;2002;Двигатель;;бензин;1.6;i;МКПП;Джип;;;;;;;B6;Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;650;USD;;;;;;https://bas.avax.by/zap_images/002329/002329-dvigatel-Mazda-MX-5-9.jpeg,https://bas.avax.by/zap_images/002329/002329-dvigatel-Mazda-MX-5-8.jpeg,https://bas.avax.by/zap_images/002329/002329-dvigatel-Mazda-MX-5-7.jpeg,https://bas.avax.by/zap_images/002329/002329-dvigatel-Mazda-MX-5-6.jpeg,https://bas.avax.by/zap_images/002329/002329-dvigatel-Mazda-MX-5-5.jpeg,https://bas.avax.by/zap_images/002329/002329-dvigatel-Mazda-MX-5-4.jpeg,https://bas.avax.by/zap_images/002329/002329-dvigatel-Mazda-MX-5-3.jpeg,https://bas.avax.by/zap_images/002329/002329-dvigatel-Mazda-MX-5-2.jpeg,https://bas.avax.by/zap_images/002329/002329-dvigatel-Mazda-MX-5-1.jpeg,https://bas.avax.by/zap_images/002329/002329-dvigatel-Mazda-MX-5.jpeg
002843;Mazda;MX-5;2004;Двигатель;;бензин;1.6;i;МКПП;Джип;;;;;;;B6;Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;650;USD;;;;;;https://bas.avax.by/zap_images/002843/002843-dvigatel-Mazda-MX-5-4.jpeg,https://bas.avax.by/zap_images/002843/002843-dvigatel-Mazda-MX-5-3.jpeg,https://bas.avax.by/zap_images/002843/002843-dvigatel-Mazda-MX-5-2.jpeg,https://bas.avax.by/zap_images/002843/002843-dvigatel-Mazda-MX-5-1.jpeg,https://bas.avax.by/zap_images/002843/002843-dvigatel-Mazda-MX-5.jpeg
001989;Mazda;MX-5;1999;Двигатель;;бензин;1.6;i;МКПП;Купе;;;;;;;B6;Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;650;USD;;;;;;https://bas.avax.by/zap_images/001989/001989-dvigatel-Mazda-MX-5-4.jpeg,https://bas.avax.by/zap_images/001989/001989-dvigatel-Mazda-MX-5-3.jpeg,https://bas.avax.by/zap_images/001989/001989-dvigatel-Mazda-MX-5-2.jpeg,https://bas.avax.by/zap_images/001989/001989-dvigatel-Mazda-MX-5-1.jpeg,https://bas.avax.by/zap_images/001989/001989-dvigatel-Mazda-MX-5.jpeg
001479;Mazda;MX-5;2003;Двигатель;;бензин;1.9;i;МКПП;Купе;;;;;;;BP;Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;600;USD;;;;;;https://bas.avax.by/zap_images/001479/001479-dvigatel-Mazda-MX-5-4.jpeg,https://bas.avax.by/zap_images/001479/001479-dvigatel-Mazda-MX-5-3.jpeg,https://bas.avax.by/zap_images/001479/001479-dvigatel-Mazda-MX-5-2.jpeg,https://bas.avax.by/zap_images/001479/001479-dvigatel-Mazda-MX-5-1.jpeg,https://bas.avax.by/zap_images/001479/001479-dvigatel-Mazda-MX-5.jpeg
000885;Mercedes;A-klasse;2006;Двигатель;;бензин;1.5;i;МКПП;Х/б;;;;;;;M266.920;Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;400;USD;;;;;;https://bas.avax.by/zap_images/000885/000885-dvigatel-Mercedes-A-klasse-4.jpeg,https://bas.avax.by/zap_images/000885/000885-dvigatel-Mercedes-A-klasse-3.jpeg,https://bas.avax.by/zap_images/000885/000885-dvigatel-Mercedes-A-klasse-2.jpeg,https://bas.avax.by/zap_images/000885/000885-dvigatel-Mercedes-A-klasse.jpeg,https://bas.avax.by/zap_images/000885/000885-dvigatel-Mercedes-A-klasse-1.jpeg
003041;Mercedes;C-klasse;2003;Двигатель;;бензин;1.8;i;МКПП;Седан;;;;;;;271.946;Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;750;USD;;;;;;https://bas.avax.by/zap_images/003041/003041-dvigatel-Mercedes-C-klasse-4.jpeg,https://bas.avax.by/zap_images/003041/003041-dvigatel-Mercedes-C-klasse-3.jpeg,https://bas.avax.by/zap_images/003041/003041-dvigatel-Mercedes-C-klasse-2.jpeg,https://bas.avax.by/zap_images/003041/003041-dvigatel-Mercedes-C-klasse-1.jpeg,https://bas.avax.by/zap_images/003041/003041-dvigatel-Mercedes-C-klasse.jpeg
003737;Mercedes;C-klasse;2003;Двигатель;;бензин;1.8;i;АКПП;Седан;;;;;;;M271.940;Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;750;USD;;;;;;https://bas.avax.by/zap_images/003737/003737-dvigatel-Mercedes-C-klasse-3.jpeg,https://bas.avax.by/zap_images/003737/003737-dvigatel-Mercedes-C-klasse-2.jpeg,https://bas.avax.by/zap_images/003737/003737-dvigatel-Mercedes-C-klasse-1.jpeg,https://bas.avax.by/zap_images/003737/003737-dvigatel-Mercedes-C-klasse.jpeg,https://bas.avax.by/zap_images/003737/003737-dvigatel-Mercedes-C-klasse-4.jpeg
004636;Mercedes;C-klasse;2002;Двигатель;;бензин;1.8;i;АКПП;Седан;;;;;;;M271.946;Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;750;USD;;;;;;https://bas.avax.by/zap_images/004636/004636-dvigatel-Mercedes-C-klasse-4.jpeg,https://bas.avax.by/zap_images/004636/004636-dvigatel-Mercedes-C-klasse-3.jpeg,https://bas.avax.by/zap_images/004636/004636-dvigatel-Mercedes-C-klasse-2.jpeg,https://bas.avax.by/zap_images/004636/004636-dvigatel-Mercedes-C-klasse-1.jpeg,https://bas.avax.by/zap_images/004636/004636-dvigatel-Mercedes-C-klasse.jpeg
000165;Mercedes;C-klasse;2005;Двигатель;;бензин;1.8;i;АКПП;Седан;;;;;;;M271.946;Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;750;USD;;;;;;https://bas.avax.by/zap_images/000165/000165-dvigatel-Mercedes-C-klasse-4.jpeg,https://bas.avax.by/zap_images/000165/000165-dvigatel-Mercedes-C-klasse-3.jpeg,https://bas.avax.by/zap_images/000165/000165-dvigatel-Mercedes-C-klasse-2.jpeg,https://bas.avax.by/zap_images/000165/000165-dvigatel-Mercedes-C-klasse-1.jpeg,https://bas.avax.by/zap_images/000165/000165-dvigatel-Mercedes-C-klasse.jpeg
004785;Mercedes;C-klasse;2007;Двигатель;;бензин;1.8;i;АКПП;Седан;;;;;;;M271.946;Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;750;USD;;;;;;https://bas.avax.by/zap_images/004785/004785-dvigatel-Mercedes-C-klasse-4.jpeg,https://bas.avax.by/zap_images/004785/004785-dvigatel-Mercedes-C-klasse-3.jpeg,https://bas.avax.by/zap_images/004785/004785-dvigatel-Mercedes-C-klasse-2.jpeg,https://bas.avax.by/zap_images/004785/004785-dvigatel-Mercedes-C-klasse-1.jpeg,https://bas.avax.by/zap_images/004785/004785-dvigatel-Mercedes-C-klasse.jpeg
004249;Mercedes;C-klasse;2005;Двигатель;;дизель;2.2;CDI;АКПП;Седан;;;;;;;OM646.962/OM646.963;Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;1300;USD;;;;;;https://bas.avax.by/zap_images/004249/004249-dvigatel-Mercedes-C-klasse-4.jpeg,https://bas.avax.by/zap_images/004249/004249-dvigatel-Mercedes-C-klasse-3.jpeg,https://bas.avax.by/zap_images/004249/004249-dvigatel-Mercedes-C-klasse-2.jpeg,https://bas.avax.by/zap_images/004249/004249-dvigatel-Mercedes-C-klasse-1.jpeg,https://bas.avax.by/zap_images/004249/004249-dvigatel-Mercedes-C-klasse.jpeg
001515;Mercedes;CLS;2010;Двигатель;;дизель;3.0;CDI;АКПП;Купе;;;;;;;OM642.920;Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;2150;USD;;;;;;https://bas.avax.by/zap_images/001515/001515-dvigatel-Mercedes-CLS-4.jpeg,https://bas.avax.by/zap_images/001515/001515-dvigatel-Mercedes-CLS-3.jpeg,https://bas.avax.by/zap_images/001515/001515-dvigatel-Mercedes-CLS-2.jpeg,https://bas.avax.by/zap_images/001515/001515-dvigatel-Mercedes-CLS-1.jpeg,https://bas.avax.by/zap_images/001515/001515-dvigatel-Mercedes-CLS.jpeg
000155;Mercedes;E-klasse;2006;Двигатель;;дизель;3.0;CDI;АКПП;Седан;;;;;;;OM642.920;Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;2150;USD;;;;;;https://bas.avax.by/zap_images/000155/000155-dvigatel-Mercedes-E-klasse-4.jpeg,https://bas.avax.by/zap_images/000155/000155-dvigatel-Mercedes-E-klasse-3.jpeg,https://bas.avax.by/zap_images/000155/000155-dvigatel-Mercedes-E-klasse-2.jpeg,https://bas.avax.by/zap_images/000155/000155-dvigatel-Mercedes-E-klasse-1.jpeg,https://bas.avax.by/zap_images/000155/000155-dvigatel-Mercedes-E-klasse.jpeg
000650;Mercedes;E-klasse;2007;Двигатель;;дизель;3.0;CDI;АКПП;Седан;;;;;;;OM642.920;Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;2150;USD;;;;;;https://bas.avax.by/zap_images/000650/000650-dvigatel-Mercedes-E-klasse-4.jpeg,https://bas.avax.by/zap_images/000650/000650-dvigatel-Mercedes-E-klasse-3.jpeg,https://bas.avax.by/zap_images/000650/000650-dvigatel-Mercedes-E-klasse-2.jpeg,https://bas.avax.by/zap_images/000650/000650-dvigatel-Mercedes-E-klasse-1.jpeg,https://bas.avax.by/zap_images/000650/000650-dvigatel-Mercedes-E-klasse.jpeg
003402;Mercedes;ML W163;2006;Двигатель;;бензин;6.2;i;АКПП;Джип;;;;;;;M156.980;Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;6050;USD;;;;;;
004493;MINI;COOPER;2009;Двигатель;;бензин;1.4;i;МКПП;Х/б;;;;;;;N12 (N12B14A);Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;750;USD;;;;;;https://bas.avax.by/zap_images/004493/004493-dvigatel-MINI-COOPER-4.jpeg,https://bas.avax.by/zap_images/004493/004493-dvigatel-MINI-COOPER-3.jpeg,https://bas.avax.by/zap_images/004493/004493-dvigatel-MINI-COOPER-2.jpeg,https://bas.avax.by/zap_images/004493/004493-dvigatel-MINI-COOPER.jpeg,https://bas.avax.by/zap_images/004493/004493-dvigatel-MINI-COOPER-1.jpeg
004508;MINI;COOPER;2009;Двигатель;;бензин;1.4;i;МКПП;Х/б;;;;;;;N12 (N12B14A);Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;750;USD;;;;;;https://bas.avax.by/zap_images/004508/004508-dvigatel-MINI-Hatch-4.jpeg,https://bas.avax.by/zap_images/004508/004508-dvigatel-MINI-Hatch-3.jpeg,https://bas.avax.by/zap_images/004508/004508-dvigatel-MINI-Hatch-1.jpeg,https://bas.avax.by/zap_images/004508/004508-dvigatel-MINI-Hatch.jpeg,https://bas.avax.by/zap_images/004508/004508-dvigatel-MINI-Hatch-2.jpeg
003077;MINI;COOPER;2007;Двигатель;;бензин;1.4;i;МКПП;Х/б;;;;;;;N12 (N12B14A);Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;750;USD;;;;;;https://bas.avax.by/zap_images/003077/003077-dvigatel-MINI-Hatch-4.jpeg,https://bas.avax.by/zap_images/003077/003077-dvigatel-MINI-Hatch-2.jpeg,https://bas.avax.by/zap_images/003077/003077-dvigatel-MINI-Hatch-1.jpeg,https://bas.avax.by/zap_images/003077/003077-dvigatel-MINI-Hatch.jpeg,https://bas.avax.by/zap_images/003077/003077-dvigatel-MINI-Hatch-3.jpeg
002119;MINI;COOPER;2007;Двигатель;;бензин;1.4;i;МКПП;Х/б;;;;;;;N12 (N12B14A);Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;750;USD;;;;;;https://bas.avax.by/zap_images/002119/002119-dvigatel-MINI-Hatch-4.jpeg,https://bas.avax.by/zap_images/002119/002119-dvigatel-MINI-Hatch-3.jpeg,https://bas.avax.by/zap_images/002119/002119-dvigatel-MINI-Hatch-2.jpeg,https://bas.avax.by/zap_images/002119/002119-dvigatel-MINI-Hatch-1.jpeg,https://bas.avax.by/zap_images/002119/002119-dvigatel-MINI-Hatch.jpeg
002085;MINI;COOPER;2007;Двигатель;;бензин;1.4;i;МКПП;Х/б;;;;;;;N12 (N12B14A);Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;750;USD;;;;;;https://bas.avax.by/zap_images/002085/002085-dvigatel-MINI-Hatch-4.jpeg,https://bas.avax.by/zap_images/002085/002085-dvigatel-MINI-Hatch-3.jpeg,https://bas.avax.by/zap_images/002085/002085-dvigatel-MINI-Hatch-2.jpeg,https://bas.avax.by/zap_images/002085/002085-dvigatel-MINI-Hatch-1.jpeg,https://bas.avax.by/zap_images/002085/002085-dvigatel-MINI-Hatch.jpeg
003965;MINI;COOPER;2006;Двигатель;;бензин;1.6;i;МКПП;Х/б;;;;;;;N12 (N12B16A);Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;850;USD;;;;;;https://bas.avax.by/zap_images/003965/003965-dvigatel-MINI-COOPER-4.jpeg,https://bas.avax.by/zap_images/003965/003965-dvigatel-MINI-COOPER-3.jpeg,https://bas.avax.by/zap_images/003965/003965-dvigatel-MINI-COOPER-2.jpeg,https://bas.avax.by/zap_images/003965/003965-dvigatel-MINI-COOPER-1.jpeg,https://bas.avax.by/zap_images/003965/003965-dvigatel-MINI-COOPER.jpeg
000526;MINI;COOPER;2006;Двигатель;;бензин;1.6;i;МКПП;Х/б;;;;;;;N12 (N12B16A);Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;850;USD;;;;;;https://bas.avax.by/zap_images/000526/000526-dvigatel-MINI-COOPER-4.jpeg,https://bas.avax.by/zap_images/000526/000526-dvigatel-MINI-COOPER-3.jpeg,https://bas.avax.by/zap_images/000526/000526-dvigatel-MINI-COOPER-2.jpeg,https://bas.avax.by/zap_images/000526/000526-dvigatel-MINI-COOPER-1.jpeg,https://bas.avax.by/zap_images/000526/000526-dvigatel-MINI-COOPER.jpeg
001720;MINI;COOPER;2009;Двигатель;;бензин;1.6;i;МКПП;Х/б;;;;;;;N12 (N12B16A);Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;850;USD;;;;;;https://bas.avax.by/zap_images/001720/001720-dvigatel-MINI-COOPER-4.jpeg,https://bas.avax.by/zap_images/001720/001720-dvigatel-MINI-COOPER-3.jpeg,https://bas.avax.by/zap_images/001720/001720-dvigatel-MINI-COOPER-2.jpeg,https://bas.avax.by/zap_images/001720/001720-dvigatel-MINI-COOPER.jpeg,https://bas.avax.by/zap_images/001720/001720-dvigatel-MINI-COOPER-1.jpeg
003155;MINI;COOPER;2006;Двигатель;;бензин;1.6;i;МКПП;Х/б;;;;;;;N12 (N12B16A);Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;850;USD;;;;;;https://bas.avax.by/zap_images/003155/003155-dvigatel-MINI-Hatch-4.jpeg,https://bas.avax.by/zap_images/003155/003155-dvigatel-MINI-Hatch-3.jpeg,https://bas.avax.by/zap_images/003155/003155-dvigatel-MINI-Hatch-1.jpeg,https://bas.avax.by/zap_images/003155/003155-dvigatel-MINI-Hatch.jpeg,https://bas.avax.by/zap_images/003155/003155-dvigatel-MINI-Hatch-2.jpeg
004999;MINI;COOPER;2006;Двигатель;;бензин;1.6;i;МКПП;Х/б;;;;;;;N12 (N12B16A);Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;850;USD;;;;;;https://bas.avax.by/zap_images/004999/004999-dvigatel-MINI-COOPER-4.jpeg,https://bas.avax.by/zap_images/004999/004999-dvigatel-MINI-COOPER-3.jpeg,https://bas.avax.by/zap_images/004999/004999-dvigatel-MINI-COOPER-2.jpeg,https://bas.avax.by/zap_images/004999/004999-dvigatel-MINI-COOPER.jpeg,https://bas.avax.by/zap_images/004999/004999-dvigatel-MINI-COOPER-1.jpeg
004404;MINI;COOPER;2007;Двигатель;;бензин;1.6;i;МКПП;Х/б;;;;;;;N12 (N12B16A);Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;850;USD;;;;;;https://bas.avax.by/zap_images/004404/004404-dvigatel-MINI-Hatch-4.jpeg,https://bas.avax.by/zap_images/004404/004404-dvigatel-MINI-Hatch-3.jpeg,https://bas.avax.by/zap_images/004404/004404-dvigatel-MINI-Hatch-1.jpeg,https://bas.avax.by/zap_images/004404/004404-dvigatel-MINI-Hatch.jpeg,https://bas.avax.by/zap_images/004404/004404-dvigatel-MINI-Hatch-2.jpeg
002261;MINI;COOPER;2007;Двигатель;;бензин;1.6;i;МКПП;Х/б;;;;;;;N12 (N12B16A);Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;750;USD;;;;;;https://bas.avax.by/zap_images/002261/002261-dvigatel-MINI-Hatch-4.jpeg,https://bas.avax.by/zap_images/002261/002261-dvigatel-MINI-Hatch-3.jpeg,https://bas.avax.by/zap_images/002261/002261-dvigatel-MINI-Hatch-2.jpeg,https://bas.avax.by/zap_images/002261/002261-dvigatel-MINI-Hatch-1.jpeg,https://bas.avax.by/zap_images/002261/002261-dvigatel-MINI-Hatch.jpeg
004968;MINI;COOPER;2011;Двигатель;;бензин;1.6;i;МКПП;Х/б;;;;;;;N16B16MO (N16B16A);Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;850;USD;;;;;;https://bas.avax.by/zap_images/004968/004968-dvigatel-MINI-COOPER-4.jpeg,https://bas.avax.by/zap_images/004968/004968-dvigatel-MINI-COOPER-3.jpeg,https://bas.avax.by/zap_images/004968/004968-dvigatel-MINI-COOPER-2.jpeg,https://bas.avax.by/zap_images/004968/004968-dvigatel-MINI-COOPER-1.jpeg,https://bas.avax.by/zap_images/004968/004968-dvigatel-MINI-COOPER.jpeg
001518;MINI;COOPER;2010;Двигатель;;бензин;1.6;i;МКПП;Х/б;;;;;;;N16B16MO (N16B16A);Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;850;USD;;;;;;https://bas.avax.by/zap_images/001518/001518-dvigatel-MINI-COOPER-4.jpeg,https://bas.avax.by/zap_images/001518/001518-dvigatel-MINI-COOPER-3.jpeg,https://bas.avax.by/zap_images/001518/001518-dvigatel-MINI-COOPER-2.jpeg,https://bas.avax.by/zap_images/001518/001518-dvigatel-MINI-COOPER-1.jpeg,https://bas.avax.by/zap_images/001518/001518-dvigatel-MINI-COOPER.jpeg
000272;MINI;COOPER;2011;Двигатель;;дизель;1.6;D;МКПП.;Х/б;;;;;;;N47C16U1 (N47C16A);Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;1300;USD;;;;;;https://bas.avax.by/zap_images/000272/000272-dvigatel-MINI-Hatch-4.jpeg,https://bas.avax.by/zap_images/000272/000272-dvigatel-MINI-Hatch-3.jpeg,https://bas.avax.by/zap_images/000272/000272-dvigatel-MINI-Hatch-2.jpeg,https://bas.avax.by/zap_images/000272/000272-dvigatel-MINI-Hatch-1.jpeg,https://bas.avax.by/zap_images/000272/000272-dvigatel-MINI-Hatch.jpeg
003603;Mitsubishi;Colt;2005;Двигатель;;бензин;1.2;i;МКПП;Х/б;;;;;;;3A91**;Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;450;USD;;;;;;https://bas.avax.by/zap_images/003603/003603-dvigatel-Mitsubishi-Colt-4.jpeg,https://bas.avax.by/zap_images/003603/003603-dvigatel-Mitsubishi-Colt-3.jpeg,https://bas.avax.by/zap_images/003603/003603-dvigatel-Mitsubishi-Colt-2.jpeg,https://bas.avax.by/zap_images/003603/003603-dvigatel-Mitsubishi-Colt-1.jpeg,https://bas.avax.by/zap_images/003603/003603-dvigatel-Mitsubishi-Colt.jpeg
002330;Mitsubishi;L200;2005;Двигатель;;дизель;2.5;TD;МКПП;Джип;;;;;;;4D56T;Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;1600;USD;;;;;;https://bas.avax.by/zap_images/002330/002330-dvigatel-Mitsubishi-L200-4.jpeg,https://bas.avax.by/zap_images/002330/002330-dvigatel-Mitsubishi-L200-3.jpeg,https://bas.avax.by/zap_images/002330/002330-dvigatel-Mitsubishi-L200-2.jpeg,https://bas.avax.by/zap_images/002330/002330-dvigatel-Mitsubishi-L200-1.jpeg,https://bas.avax.by/zap_images/002330/002330-dvigatel-Mitsubishi-L200.jpeg
004752;Mitsubishi;Lancer;2010;Двигатель;;бензин;2.0;Ti;АКПП;Седан;;;;;;;4B11;Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;1150;USD;;;;;;https://bas.avax.by/zap_images/004752/004752-dvigatel-Mitsubishi-Lancer-4.jpeg,https://bas.avax.by/zap_images/004752/004752-dvigatel-Mitsubishi-Lancer-3.jpeg,https://bas.avax.by/zap_images/004752/004752-dvigatel-Mitsubishi-Lancer-2.jpeg,https://bas.avax.by/zap_images/004752/004752-dvigatel-Mitsubishi-Lancer-1.jpeg,https://bas.avax.by/zap_images/004752/004752-dvigatel-Mitsubishi-Lancer.jpeg
003351;Mitsubishi;Lancer;2010;Двигатель;;бензин;2.0;Ti;АКПП;Седан;;;;;;;4B11;Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;1150;USD;;;;;;https://bas.avax.by/zap_images/003351/003351-dvigatel-Mitsubishi-Lancer-4.jpeg,https://bas.avax.by/zap_images/003351/003351-dvigatel-Mitsubishi-Lancer-3.jpeg,https://bas.avax.by/zap_images/003351/003351-dvigatel-Mitsubishi-Lancer-2.jpeg,https://bas.avax.by/zap_images/003351/003351-dvigatel-Mitsubishi-Lancer-1.jpeg,https://bas.avax.by/zap_images/003351/003351-dvigatel-Mitsubishi-Lancer.jpeg
002513;Mitsubishi;Lancer;2009;Двигатель;;дизель;2.0;Di;МКПП.;Седан;;;;;;;BWC;Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;600;USD;;;;;;https://bas.avax.by/zap_images/002513/002513-dvigatel-Mitsubishi-Lancer-4.jpeg,https://bas.avax.by/zap_images/002513/002513-dvigatel-Mitsubishi-Lancer-3.jpeg,https://bas.avax.by/zap_images/002513/002513-dvigatel-Mitsubishi-Lancer-2.jpeg,https://bas.avax.by/zap_images/002513/002513-dvigatel-Mitsubishi-Lancer-1.jpeg,https://bas.avax.by/zap_images/002513/002513-dvigatel-Mitsubishi-Lancer.jpeg
002760;Mitsubishi;Lancer;2010;Двигатель;;дизель;2.0;D;МКПП;Седан;;;;;;;BWC;Цена за ДВС в комплектации как на фото, навесное с ДВС и КПП по отдельности не продаем. Видео работы ДВС перед снятием.;0;0;;650;USD;;;;;;https://bas.avax.by/zap_images/002760/002760-dvigatel-Mitsubishi-Lancer-4.jpeg,https://bas.avax.by/zap_images/002760/002760-dvigatel-Mitsubishi-Lancer-3.jpeg,https://bas.avax.by/zap_images/002760/002760-dvigatel-Mitsubishi-Lancer-2.jpeg,https://bas.avax.by/zap_images/002760/002760-dvigatel-Mitsubishi-Lancer-1.jpeg,https://bas.avax.by/zap_images/002760/002760-dvigatel-Mitsubishi-Lancer.jpeg
